src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count,attack_type
91.189.0.136,192.168.1.142,20.2,5,270.8,TCP,162.9,19,stealth_probe
91.189.0.71,192.168.2.137,3610.1,4,22.1,UDP,32.9,121,udp_flood
91.189.0.54,192.168.2.112,8839.6,1,94.9,UDP,12.4,60,udp_flood
104.16.0.223,192.168.2.60,173.1,62,416.9,UDP,177.5,24,stealth_probe
45.33.144.173,192.168.2.237,71.6,2,82.8,TCP,630.8,71,slowloris
91.189.0.140,172.16.1.5,1124.3,28,773.4,ESP,15.9,43,protocol_anomaly
45.33.32.79,10.0.1.225,3112.3,6,1334.1,TCP,68.6,37,http_flood
203.0.113.66,10.0.1.41,31.5,3,92.7,TCP,177.0,28,slowloris
104.16.0.137,10.0.0.82,3492.7,2,1285.7,TCP,68.3,29,http_flood
45.33.144.174,10.0.0.12,52.9,1,56.3,TCP,296.1,73,slowloris
104.16.0.76,10.0.1.37,9658.3,1,67.9,ICMP,25.3,35,icmp_flood
104.16.0.176,10.0.0.118,6892.0,1,51.8,TCP,4.4,221,syn_flood
203.0.113.12,192.168.2.43,27.7,1,240.9,TCP,10.2,19,brute_force
198.51.100.33,10.0.0.146,825.2,2,2922.5,UDP,82.8,6,dns_amplification
104.16.0.159,192.168.2.165,163.1,1,242.0,TCP,7.5,305,brute_force
203.0.113.61,10.0.1.159,1613.5,6,1296.8,TCP,61.6,170,http_flood
91.189.0.183,10.0.1.25,9033.5,1,59.9,ICMP,24.1,91,icmp_flood
203.0.113.34,192.168.2.191,92.2,1,155.7,TCP,4.9,84,brute_force
104.16.0.27,172.16.1.85,859.4,2,2777.7,UDP,12.6,42,dns_amplification
104.16.0.182,172.16.1.122,10693.9,1,73.7,ICMP,8.8,35,icmp_flood
45.33.144.11,192.168.2.37,67.3,1,66.0,TCP,887.5,66,slowloris
203.0.113.29,192.168.2.77,822.4,7,1196.0,TCP,37.3,149,http_flood
198.51.100.81,172.16.1.68,3380.5,1,61.1,ICMP,26.8,72,icmp_flood
198.51.100.111,10.0.1.112,1363.6,60,70.9,SCTP,34.9,30,protocol_anomaly
45.33.144.194,192.168.2.217,609.7,5,1403.7,TCP,76.2,182,http_flood
172.16.0.138,10.0.0.189,57.4,29,342.3,UDP,254.5,22,stealth_probe
104.16.0.180,192.168.1.162,3088.3,6,864.1,TCP,28.6,110,http_flood
45.33.32.63,192.168.2.251,10406.3,1,53.1,ICMP,28.5,37,icmp_flood
45.33.32.231,192.168.1.110,1785.3,4,54.0,UDP,11.7,149,udp_flood
10.10.10.158,10.0.0.200,345.0,256,104.0,TCP,14.0,185,port_scan
203.0.113.32,10.0.0.144,4529.3,2,2560.0,UDP,56.9,16,dns_amplification
172.16.0.109,192.168.1.96,7717.9,1,68.5,TCP,6.6,191,syn_flood
172.16.0.202,192.168.1.89,13353.0,2,73.6,TCP,2.3,285,syn_flood
198.51.100.162,192.168.2.225,6623.4,1,73.8,ICMP,14.8,65,icmp_flood
198.51.100.151,192.168.2.148,736.8,25,415.0,ESP,51.9,30,protocol_anomaly
45.33.144.188,192.168.2.163,59.3,2,65.1,TCP,447.4,45,slowloris
104.16.0.101,192.168.2.86,69.2,18,163.2,TCP,213.3,13,stealth_probe
10.10.10.190,192.168.1.27,2123.3,1,2455.8,UDP,30.0,13,dns_amplification
91.189.0.37,172.16.1.212,9515.8,1,62.5,ICMP,8.6,75,icmp_flood
104.16.0.182,192.168.1.78,2.9,1,30.5,TCP,330.2,87,slowloris
203.0.113.24,192.168.2.177,9031.9,3,31.7,UDP,21.5,120,udp_flood
104.16.0.129,172.16.1.44,1302.5,3,53.0,UDP,15.4,45,udp_flood
104.16.0.183,192.168.1.237,3043.1,2,2754.1,UDP,88.6,35,dns_amplification
45.33.144.193,10.0.1.88,2404.3,2,47.1,TCP,0.4,155,syn_flood
45.33.32.34,192.168.2.113,597.8,61,43.6,UDP,0.6,30,port_scan
45.33.32.118,172.16.1.158,13.3,3,93.3,TCP,672.4,32,slowloris
104.16.0.29,192.168.2.127,24.2,2,104.2,TCP,492.7,94,slowloris
10.10.10.195,10.0.1.111,6133.6,1,61.2,ICMP,29.7,91,icmp_flood
45.33.144.188,192.168.1.209,963.0,125,140.9,TCP,11.5,96,port_scan
203.0.113.232,172.16.1.80,8238.7,1,65.9,ICMP,18.0,89,icmp_flood
45.33.144.238,192.168.1.208,4356.1,2,1245.1,TCP,100.3,80,http_flood
203.0.113.231,10.0.0.196,5371.7,1,68.5,ICMP,4.5,70,icmp_flood
203.0.113.223,10.0.1.251,129.3,13,542.6,TCP,12.6,3,stealth_probe
91.189.0.41,192.168.2.4,9561.0,1,88.7,UDP,31.9,190,udp_flood
104.16.0.111,192.168.2.45,1692.3,1,96.0,UDP,28.2,80,udp_flood
172.16.0.174,10.0.0.177,2736.1,5,1048.5,TCP,101.4,88,http_flood
45.33.32.212,10.0.1.2,26.5,1,90.2,TCP,899.1,99,slowloris
203.0.113.95,10.0.1.218,2046.4,1,58.1,ICMP,23.2,41,icmp_flood
91.189.0.207,172.16.1.81,3144.4,2,1396.7,UDP,75.6,43,dns_amplification
198.51.100.199,192.168.2.10,5907.4,1,43.1,TCP,4.5,90,syn_flood
45.33.32.58,192.168.1.14,389.0,86,699.6,AH,0.6,23,protocol_anomaly
172.16.0.44,10.0.1.97,299.2,106,221.1,GRE,7.7,18,protocol_anomaly
203.0.113.96,10.0.1.49,1661.8,2,65.1,TCP,2.3,248,syn_flood
198.51.100.140,192.168.2.167,513.1,224,84.5,TCP,4.9,108,port_scan
45.33.32.10,10.0.0.52,1818.2,82,65.1,ESP,8.3,41,protocol_anomaly
104.16.0.91,192.168.1.100,1786.4,4,1136.7,TCP,42.3,82,http_flood
104.16.0.8,192.168.2.128,26.6,1,78.5,TCP,226.1,87,slowloris
104.16.0.109,10.0.0.148,9595.8,1,96.3,UDP,18.7,118,udp_flood
203.0.113.138,10.0.0.231,2535.4,1,2242.4,UDP,14.2,24,dns_amplification
203.0.113.160,10.0.0.30,6435.8,2,23.6,UDP,18.6,162,udp_flood
203.0.113.245,10.0.0.246,1066.2,247,125.3,TCP,6.4,43,port_scan
203.0.113.204,192.168.1.21,8747.2,1,61.2,ICMP,5.3,34,icmp_flood
104.16.0.168,192.168.1.71,890.7,265,106.0,TCP,10.7,180,port_scan
45.33.144.53,10.0.0.113,106.0,1,238.9,TCP,5.4,352,brute_force
10.10.10.251,10.0.0.154,9124.3,2,56.8,TCP,13.1,174,syn_flood
45.33.32.230,172.16.1.9,2095.9,1,1097.4,UDP,29.1,36,dns_amplification
45.33.144.196,192.168.1.165,237.4,41,363.0,TCP,182.1,39,stealth_probe
203.0.113.178,10.0.1.36,8358.0,2,86.8,UDP,5.0,193,udp_flood
104.16.0.221,192.168.2.167,8314.0,1,69.7,ICMP,20.8,39,icmp_flood
45.33.32.252,10.0.0.144,61.6,1,25.0,TCP,737.2,90,slowloris
45.33.32.18,10.0.1.52,6414.7,1,80.0,ICMP,26.7,50,icmp_flood
203.0.113.169,192.168.1.17,9676.7,1,71.0,ICMP,3.3,18,icmp_flood
45.33.144.59,172.16.1.149,10171.4,1,50.4,ICMP,29.7,37,icmp_flood
91.189.0.60,192.168.1.91,2880.9,2,3618.1,UDP,87.4,39,dns_amplification
203.0.113.133,10.0.0.251,8417.2,2,40.1,TCP,10.9,166,syn_flood
45.33.32.165,192.168.1.36,832.5,2,4189.4,UDP,34.6,27,dns_amplification
91.189.0.11,192.168.1.50,72.6,3,24.7,TCP,894.4,62,slowloris
198.51.100.90,10.0.0.66,20.9,48,543.8,TCP,99.5,6,stealth_probe
198.51.100.69,172.16.1.187,166.3,1,227.9,TCP,8.5,47,brute_force
198.51.100.120,192.168.2.164,119.8,77,316.2,UDP,151.1,6,stealth_probe
198.51.100.202,10.0.1.29,2978.4,1,53.4,ICMP,24.2,48,icmp_flood
203.0.113.182,192.168.2.30,3451.0,3,52.4,UDP,28.7,33,udp_flood
45.33.144.162,10.0.0.232,345.4,42,40.8,TCP,13.4,198,port_scan
198.51.100.79,10.0.0.197,4117.9,2,2056.4,UDP,2.4,31,dns_amplification
91.189.0.13,192.168.1.39,1179.9,21,136.9,TCP,9.8,180,port_scan
45.33.32.153,172.16.1.202,4482.2,1,60.6,ICMP,3.1,19,icmp_flood
45.33.32.88,172.16.1.198,390.2,20,674.4,GRE,78.2,4,protocol_anomaly
203.0.113.43,10.0.1.110,14088.5,2,66.4,TCP,0.6,250,syn_flood
104.16.0.150,192.168.1.97,4236.0,2,71.3,UDP,25.8,150,udp_flood
104.16.0.95,192.168.1.188,2222.2,5,1363.2,TCP,105.1,37,http_flood
91.189.0.156,10.0.0.169,5489.9,2,3157.9,UDP,63.3,21,dns_amplification
45.33.144.243,192.168.1.35,519.9,328,65.7,TCP,3.1,44,port_scan
172.16.0.181,192.168.2.236,565.9,1,61.1,TCP,4.6,221,brute_force
203.0.113.85,192.168.2.213,5592.2,2,1644.3,UDP,64.6,23,dns_amplification
198.51.100.185,192.168.1.181,5374.9,1,1024.9,UDP,88.6,31,dns_amplification
104.16.0.80,192.168.1.123,2331.2,1,68.3,ICMP,18.2,36,icmp_flood
10.10.10.246,192.168.2.123,143.2,23,125.1,TCP,61.4,10,stealth_probe
10.10.10.230,10.0.1.166,3554.6,4,1188.3,TCP,79.6,164,http_flood
198.51.100.31,10.0.1.45,9737.9,1,73.7,TCP,11.3,290,syn_flood
104.16.0.167,192.168.2.61,98.7,83,522.4,TCP,166.0,5,stealth_probe
104.16.0.2,192.168.2.170,173.5,1,181.7,TCP,37.0,47,brute_force
104.16.0.252,172.16.1.54,7252.3,2,104.7,UDP,15.5,201,udp_flood
172.16.0.109,192.168.1.228,35.2,1,48.7,TCP,865.3,91,slowloris
45.33.32.69,172.16.1.146,127.0,1,99.0,TCP,46.6,37,brute_force
91.189.0.33,192.168.2.83,379.1,111,98.5,TCP,2.5,51,port_scan
198.51.100.157,172.16.1.70,11898.7,1,55.2,ICMP,29.3,54,icmp_flood
203.0.113.99,10.0.1.246,3639.6,4,56.3,UDP,31.4,250,udp_flood
172.16.0.168,192.168.1.198,721.0,433,58.6,TCP,8.0,10,port_scan
45.33.32.194,172.16.1.183,221.2,27,539.0,TCP,50.3,13,stealth_probe
172.16.0.94,10.0.1.88,178.8,63,299.0,UDP,168.7,5,stealth_probe
172.16.0.92,192.168.1.151,231.2,94,123.5,TCP,206.8,16,stealth_probe
10.10.10.117,172.16.1.151,1960.7,2,4321.9,UDP,13.5,33,dns_amplification
104.16.0.116,192.168.2.94,4475.4,1,63.5,ICMP,14.9,81,icmp_flood
104.16.0.40,192.168.1.18,2932.3,1,65.8,ICMP,25.2,79,icmp_flood
91.189.0.18,10.0.1.172,7775.5,1,66.7,ICMP,15.9,59,icmp_flood
45.33.144.51,10.0.0.194,1863.0,95,444.5,AH,67.2,48,protocol_anomaly
45.33.32.226,10.0.0.132,672.6,106,117.4,TCP,13.2,141,port_scan
45.33.144.183,192.168.1.139,2489.1,4,80.0,UDP,4.2,148,udp_flood
45.33.144.142,192.168.2.113,22.8,1,40.4,TCP,394.6,29,slowloris
203.0.113.8,172.16.1.248,55.7,1,57.0,TCP,886.1,95,slowloris
172.16.0.214,192.168.2.40,61.1,66,392.8,TCP,80.5,35,stealth_probe
10.10.10.125,192.168.1.191,436.4,468,112.5,TCP,15.3,158,port_scan
203.0.113.40,10.0.0.137,2320.1,2,3834.1,UDP,44.7,27,dns_amplification
104.16.0.224,10.0.0.73,2054.7,1,91.9,UDP,34.1,287,udp_flood
104.16.0.193,172.16.1.54,179.6,47,336.0,UDP,129.3,4,stealth_probe
91.189.0.121,10.0.1.227,5803.8,1,1598.6,UDP,24.9,6,dns_amplification
45.33.144.118,192.168.2.96,3415.1,2,1446.6,UDP,62.3,35,dns_amplification
104.16.0.44,172.16.1.179,4978.3,1,64.4,ICMP,10.5,77,icmp_flood
203.0.113.47,172.16.1.128,836.4,439,146.6,TCP,1.4,183,port_scan
198.51.100.9,10.0.1.58,146.6,1,228.0,TCP,45.3,21,brute_force
203.0.113.131,10.0.0.244,6325.2,1,66.0,ICMP,3.6,81,icmp_flood
172.16.0.4,192.168.1.173,11251.5,2,75.4,TCP,8.1,199,syn_flood
198.51.100.25,192.168.2.188,195.5,1,119.5,TCP,4.4,297,brute_force
91.189.0.11,10.0.1.193,2251.3,1,4430.1,UDP,14.2,27,dns_amplification
10.10.10.192,10.0.0.47,1466.3,22,503.3,PIM,46.1,32,protocol_anomaly
172.16.0.49,10.0.0.195,65.7,2,105.7,TCP,763.1,17,slowloris
203.0.113.109,10.0.1.215,1068.1,142,116.7,TCP,13.7,83,port_scan
10.10.10.233,172.16.1.70,33.3,2,67.8,TCP,469.8,17,slowloris
198.51.100.115,10.0.0.154,1451.9,2,1047.8,TCP,104.5,21,http_flood
45.33.32.67,192.168.2.186,434.5,481,102.9,TCP,10.4,36,port_scan
45.33.144.130,192.168.1.234,9400.0,3,49.1,UDP,33.7,48,udp_flood
10.10.10.77,172.16.1.66,6801.3,1,82.9,ICMP,4.9,56,icmp_flood
203.0.113.119,192.168.2.109,8203.0,1,54.0,TCP,9.4,247,syn_flood
203.0.113.232,192.168.1.1,1137.6,129,144.5,TCP,15.1,121,port_scan
203.0.113.197,192.168.1.176,11262.0,1,67.1,ICMP,21.7,21,icmp_flood
45.33.32.27,10.0.0.167,300.0,4,265.4,PIM,41.1,37,protocol_anomaly
104.16.0.195,192.168.2.95,64.6,2,90.3,TCP,475.1,38,slowloris
203.0.113.48,172.16.1.3,3908.3,2,61.3,TCP,8.5,385,syn_flood
198.51.100.213,10.0.0.127,1469.5,42,526.2,PIM,17.8,17,protocol_anomaly
45.33.32.244,10.0.1.5,309.4,104,134.9,TCP,16.5,73,port_scan
10.10.10.177,192.168.2.67,7492.3,1,67.4,ICMP,20.2,57,icmp_flood
104.16.0.135,10.0.1.192,72.8,2,28.9,TCP,821.4,93,slowloris
10.10.10.41,10.0.1.27,2289.2,1,53.0,ICMP,15.9,13,icmp_flood
45.33.32.30,10.0.0.107,692.6,462,40.9,TCP,4.0,103,port_scan
198.51.100.162,10.0.1.55,1908.1,10,325.2,IGMP,60.7,17,protocol_anomaly
91.189.0.97,10.0.1.156,192.1,9,502.0,UDP,228.9,3,stealth_probe
198.51.100.98,192.168.2.130,299.6,236,136.0,TCP,1.4,95,port_scan
172.16.0.179,192.168.2.252,2953.9,1,55.4,TCP,4.8,154,syn_flood
45.33.144.92,172.16.1.237,6.6,1,45.9,TCP,616.3,51,slowloris
45.33.32.116,192.168.2.177,76.6,3,22.0,TCP,827.5,85,slowloris
104.16.0.2,10.0.0.103,13408.5,2,65.8,TCP,12.6,447,syn_flood
203.0.113.16,10.0.0.50,2.4,3,39.8,TCP,758.2,28,slowloris
10.10.10.2,10.0.0.69,198.8,87,269.6,UDP,292.8,31,stealth_probe
91.189.0.30,10.0.0.32,193.0,34,422.5,TCP,211.8,33,stealth_probe
198.51.100.181,172.16.1.163,10388.6,1,64.7,ICMP,14.8,62,icmp_flood
45.33.144.134,10.0.1.116,297.3,1,148.1,TCP,3.6,51,brute_force
172.16.0.224,192.168.1.104,5721.1,1,44.2,TCP,3.8,203,syn_flood
104.16.0.119,192.168.2.249,41.1,1,102.7,TCP,45.4,44,brute_force
203.0.113.125,192.168.2.197,1175.2,2,1877.6,UDP,7.0,40,dns_amplification
198.51.100.216,192.168.2.159,92.0,1,99.5,TCP,1.8,307,brute_force
10.10.10.140,192.168.1.206,554.4,214,85.9,UDP,2.0,194,port_scan
172.16.0.69,192.168.2.104,11757.3,1,54.1,ICMP,10.5,60,icmp_flood
104.16.0.33,10.0.1.145,569.3,93,690.3,AH,63.7,19,protocol_anomaly
45.33.32.221,172.16.1.47,14849.6,1,63.0,TCP,8.4,314,syn_flood
203.0.113.99,10.0.0.171,1754.9,2,1953.7,UDP,28.6,23,dns_amplification
45.33.144.13,172.16.1.59,190.7,1,135.2,TCP,0.8,339,brute_force
198.51.100.210,192.168.1.138,934.2,245,44.4,TCP,4.6,83,port_scan
203.0.113.49,192.168.1.145,7557.2,1,35.7,ICMP,18.4,82,icmp_flood
45.33.144.67,10.0.0.214,12334.0,1,63.6,TCP,6.8,268,syn_flood
104.16.0.118,192.168.1.142,7696.4,4,52.8,UDP,20.5,239,udp_flood
45.33.32.177,192.168.2.88,109.8,13,245.2,UDP,44.9,11,stealth_probe
45.33.144.211,192.168.1.186,5124.4,1,53.5,TCP,8.4,472,syn_flood
45.33.32.68,172.16.1.69,3734.2,4,1132.6,TCP,86.6,47,http_flood
203.0.113.170,172.16.1.111,665.3,132,47.9,TCP,7.0,76,port_scan
10.10.10.138,192.168.2.136,6744.4,1,32.9,UDP,3.2,211,udp_flood
172.16.0.243,172.16.1.172,9490.5,1,73.9,ICMP,9.1,92,icmp_flood
104.16.0.39,172.16.1.193,1105.2,358,101.2,TCP,5.0,97,port_scan
172.16.0.65,192.168.2.136,10798.7,1,58.3,ICMP,13.3,72,icmp_flood
172.16.0.46,172.16.1.19,2873.5,4,35.9,UDP,22.8,29,udp_flood
104.16.0.30,10.0.0.13,4390.0,1,67.8,TCP,11.3,205,syn_flood
45.33.144.39,10.0.1.19,1071.2,85,446.2,GRE,50.9,39,protocol_anomaly
172.16.0.69,10.0.0.78,612.0,68,96.4,TCP,9.4,118,port_scan
203.0.113.187,192.168.1.35,2899.5,7,1273.1,TCP,96.0,35,http_flood
104.16.0.50,192.168.1.205,7757.9,1,116.2,UDP,22.9,101,udp_flood
45.33.32.175,192.168.2.8,1156.6,57,438.0,SCTP,37.2,1,protocol_anomaly
198.51.100.251,10.0.1.200,798.6,315,119.4,TCP,17.4,130,port_scan
104.16.0.233,192.168.1.252,37.3,46,481.4,TCP,268.7,18,stealth_probe
104.16.0.77,10.0.1.195,121.4,23,556.3,TCP,223.6,2,stealth_probe
10.10.10.131,192.168.1.5,3773.9,2,805.9,TCP,36.1,181,http_flood
45.33.144.30,172.16.1.36,1691.3,3,1094.8,TCP,54.6,183,http_flood
10.10.10.184,10.0.0.199,1500.8,69,358.9,ESP,27.2,2,protocol_anomaly
203.0.113.116,10.0.0.48,195.4,35,494.7,ESP,53.5,35,protocol_anomaly
10.10.10.102,10.0.1.251,13666.6,2,69.8,TCP,11.6,217,syn_flood
104.16.0.250,192.168.2.186,3880.7,1,74.1,ICMP,2.5,26,icmp_flood
172.16.0.78,10.0.1.81,306.7,215,134.8,TCP,16.3,128,port_scan
45.33.144.129,192.168.2.91,3403.2,2,1818.4,UDP,42.4,31,dns_amplification
10.10.10.168,10.0.0.169,2693.9,2,2165.5,UDP,1.0,15,dns_amplification
172.16.0.22,192.168.2.135,4460.2,3,25.5,UDP,25.7,26,udp_flood
10.10.10.58,192.168.2.126,10838.5,1,69.1,ICMP,30.0,70,icmp_flood
91.189.0.140,10.0.1.55,1245.8,1,4447.2,UDP,62.2,13,dns_amplification
91.189.0.227,10.0.0.208,695.9,154,142.2,TCP,5.6,84,port_scan
198.51.100.245,10.0.1.182,9181.1,1,58.6,ICMP,9.2,73,icmp_flood
172.16.0.203,192.168.2.184,14992.2,2,40.5,TCP,1.9,60,syn_flood
104.16.0.196,192.168.2.49,1282.3,2,4443.2,UDP,32.4,25,dns_amplification
198.51.100.48,192.168.1.138,7.8,1,22.0,TCP,290.9,89,slowloris
10.10.10.240,10.0.1.181,3870.4,2,4343.6,UDP,85.5,38,dns_amplification
10.10.10.88,10.0.1.208,1093.5,6,942.2,TCP,42.6,101,http_flood
203.0.113.206,172.16.1.105,106.6,97,183.9,UDP,142.6,6,stealth_probe
203.0.113.164,192.168.2.54,307.8,1,226.6,TCP,0.6,219,brute_force
203.0.113.198,10.0.1.213,7352.4,1,75.0,ICMP,3.0,44,icmp_flood
91.189.0.46,172.16.1.135,306.8,49,519.8,SCTP,48.6,35,protocol_anomaly
104.16.0.28,192.168.1.84,52.0,2,48.9,TCP,670.6,54,slowloris
10.10.10.153,10.0.1.212,409.9,167,83.5,TCP,5.9,144,port_scan
45.33.32.52,192.168.2.203,4778.1,2,2561.2,UDP,53.6,36,dns_amplification
104.16.0.47,10.0.0.31,2573.0,1,58.8,ICMP,11.3,41,icmp_flood
104.16.0.61,192.168.1.162,9452.5,1,45.5,UDP,22.9,105,udp_flood
104.16.0.169,10.0.0.111,5.9,2,95.9,TCP,280.9,94,slowloris
45.33.144.5,172.16.1.195,2106.1,6,1320.0,TCP,69.3,57,http_flood
203.0.113.36,192.168.1.193,3264.8,1,2498.1,UDP,48.3,41,dns_amplification
104.16.0.222,172.16.1.151,216.0,53,69.3,TCP,140.8,3,stealth_probe
45.33.144.67,172.16.1.29,2072.5,2,47.5,TCP,8.2,455,syn_flood
172.16.0.67,192.168.2.124,79.9,3,24.0,TCP,808.0,94,slowloris
198.51.100.173,192.168.2.109,1162.0,213,139.3,UDP,16.0,168,port_scan
45.33.144.229,192.168.2.39,944.7,151,133.7,TCP,3.7,31,port_scan
45.33.144.250,10.0.0.91,749.9,2,1194.5,TCP,85.1,65,http_flood
45.33.32.57,172.16.1.112,1632.6,2,48.3,TCP,11.1,234,syn_flood
10.10.10.171,192.168.1.31,3576.7,4,1486.2,TCP,31.6,118,http_flood
172.16.0.10,192.168.1.10,3032.4,2,3437.8,UDP,16.9,13,dns_amplification
104.16.0.145,172.16.1.71,45.4,94,504.3,TCP,64.3,10,stealth_probe
104.16.0.239,192.168.2.2,150.4,1,156.4,TCP,18.8,35,brute_force
198.51.100.11,192.168.2.207,8.4,2,67.2,TCP,387.9,92,slowloris
45.33.32.218,10.0.0.249,549.8,78,72.9,TCP,12.9,46,port_scan
45.33.144.136,10.0.1.121,28.5,3,24.7,TCP,704.8,82,slowloris
10.10.10.90,192.168.1.230,1001.1,56,347.1,GRE,25.0,29,protocol_anomaly
45.33.32.208,172.16.1.127,225.7,36,74.0,PIM,26.3,39,protocol_anomaly
10.10.10.53,10.0.0.101,653.9,4,1325.0,TCP,93.8,91,http_flood
172.16.0.201,192.168.2.25,280.1,1,236.8,TCP,0.7,193,brute_force
10.10.10.147,192.168.2.118,246.1,11,449.8,TCP,116.7,18,stealth_probe
203.0.113.42,192.168.1.147,8603.0,1,41.2,TCP,0.7,432,syn_flood
10.10.10.102,192.168.2.189,13.9,1,115.9,TCP,817.7,35,slowloris
172.16.0.116,172.16.1.97,10258.1,2,40.9,TCP,1.5,454,syn_flood
91.189.0.25,172.16.1.112,781.1,188,122.0,TCP,6.8,53,port_scan
203.0.113.195,10.0.1.203,1264.3,41,487.4,GRE,26.9,43,protocol_anomaly
45.33.144.17,10.0.0.230,37.6,1,27.5,TCP,354.9,94,slowloris
203.0.113.139,192.168.1.171,3224.2,4,91.1,UDP,30.7,148,udp_flood
172.16.0.90,192.168.1.78,6389.8,1,65.2,ICMP,22.5,46,icmp_flood
203.0.113.46,172.16.1.168,38.8,3,17.1,TCP,707.2,47,slowloris
104.16.0.213,172.16.1.131,231.3,69,335.2,UDP,75.2,32,stealth_probe
172.16.0.100,192.168.2.149,45.2,2,87.3,TCP,347.5,95,slowloris
203.0.113.118,192.168.1.45,649.1,96,419.2,PIM,60.1,12,protocol_anomaly
172.16.0.246,10.0.0.212,4192.3,5,1081.9,TCP,17.1,149,http_flood
198.51.100.110,10.0.0.19,3908.6,6,818.2,TCP,72.2,161,http_flood
104.16.0.93,172.16.1.192,57.3,1,52.3,TCP,822.3,61,slowloris
10.10.10.184,172.16.1.53,5369.3,1,48.7,TCP,4.8,318,syn_flood
104.16.0.119,192.168.1.38,3714.7,2,46.4,TCP,1.7,149,syn_flood
45.33.32.192,10.0.1.50,5151.3,2,67.7,UDP,35.0,95,udp_flood
104.16.0.233,172.16.1.170,14.2,2,108.5,TCP,64.0,55,slowloris
172.16.0.75,192.168.2.177,777.6,7,1164.9,TCP,115.8,44,http_flood
91.189.0.179,10.0.1.2,8796.1,2,70.2,TCP,9.0,382,syn_flood
172.16.0.230,192.168.1.1,146.6,1,65.7,TCP,18.9,26,brute_force
10.10.10.83,10.0.0.70,660.0,80,503.2,IGMP,44.1,3,protocol_anomaly
203.0.113.166,172.16.1.22,10559.5,1,54.3,ICMP,19.0,70,icmp_flood
104.16.0.82,192.168.2.21,3758.0,5,1135.5,TCP,119.7,192,http_flood
45.33.144.231,172.16.1.60,4086.9,1,66.0,ICMP,7.4,40,icmp_flood
45.33.144.107,172.16.1.133,3820.4,1,88.0,ICMP,5.6,65,icmp_flood
172.16.0.238,10.0.0.210,106.7,70,84.7,TCP,8.4,117,port_scan
45.33.32.3,10.0.1.238,9945.8,1,64.0,ICMP,4.5,81,icmp_flood
45.33.144.199,192.168.1.54,4871.5,3,1273.7,TCP,64.2,189,http_flood
203.0.113.95,10.0.1.159,2615.1,2,1190.5,TCP,116.8,145,http_flood
104.16.0.195,192.168.1.48,84.1,60,516.7,ESP,42.1,11,protocol_anomaly
104.16.0.248,192.168.1.3,509.2,1,136.2,TCP,0.6,187,brute_force
203.0.113.222,192.168.2.204,8302.6,2,58.1,UDP,22.9,210,udp_flood
198.51.100.7,172.16.1.102,66.6,90,663.5,IGMP,37.6,29,protocol_anomaly
104.16.0.219,172.16.1.114,4813.8,4,83.7,UDP,15.2,123,udp_flood
198.51.100.72,192.168.2.212,5.1,1,93.6,TCP,594.3,86,slowloris
45.33.144.99,192.168.1.143,4155.7,2,1995.0,UDP,43.1,26,dns_amplification
10.10.10.232,192.168.2.247,10875.0,1,67.5,ICMP,17.6,21,icmp_flood
91.189.0.131,192.168.1.151,1959.6,65,164.4,ESP,77.4,25,protocol_anomaly
104.16.0.90,192.168.1.170,57.4,1,210.3,TCP,44.0,47,brute_force
91.189.0.70,172.16.1.116,4920.8,1,2176.0,UDP,20.3,8,dns_amplification
198.51.100.73,10.0.1.193,20.7,2,59.0,TCP,531.6,50,slowloris
198.51.100.158,192.168.1.163,105.8,1,244.3,TCP,16.5,30,brute_force
45.33.32.174,192.168.2.219,1313.8,27,294.9,IGMP,56.1,13,protocol_anomaly
45.33.32.19,10.0.1.167,2906.3,1,55.3,ICMP,27.9,32,icmp_flood
45.33.32.32,192.168.2.22,5668.9,2,2651.1,UDP,69.9,45,dns_amplification
104.16.0.252,10.0.0.40,13556.7,2,62.2,TCP,13.7,243,syn_flood
203.0.113.128,192.168.1.214,7.9,1,73.6,TCP,352.8,99,slowloris
91.189.0.222,172.16.1.66,1607.6,1,2730.7,UDP,35.9,7,dns_amplification
104.16.0.243,172.16.1.240,801.7,54,646.2,AH,75.3,13,protocol_anomaly
10.10.10.27,192.168.2.11,2747.1,1,3802.6,UDP,47.3,37,dns_amplification
91.189.0.185,10.0.0.6,4610.5,2,53.4,TCP,9.0,232,syn_flood
198.51.100.196,10.0.1.14,1502.2,47,200.7,PIM,45.1,34,protocol_anomaly
45.33.32.215,10.0.1.28,6264.4,1,42.4,TCP,5.9,120,syn_flood
172.16.0.36,10.0.1.164,8845.0,2,29.9,UDP,2.7,260,udp_flood
10.10.10.14,10.0.0.38,4124.2,3,44.4,UDP,2.3,239,udp_flood
91.189.0.203,192.168.2.189,5126.8,2,2566.1,UDP,7.4,9,dns_amplification
172.16.0.132,10.0.0.129,1565.9,114,174.7,ESP,34.4,14,protocol_anomaly
203.0.113.60,192.168.2.251,2046.6,7,904.3,TCP,48.0,49,http_flood
203.0.113.240,192.168.2.108,340.9,53,106.3,TCP,9.7,71,port_scan
203.0.113.57,10.0.0.158,6360.2,1,58.3,ICMP,22.2,32,icmp_flood
91.189.0.86,10.0.0.95,2509.1,2,4122.4,UDP,35.9,16,dns_amplification
104.16.0.178,192.168.1.18,73.1,2,63.0,TCP,509.8,47,slowloris
45.33.32.215,192.168.1.48,12437.9,1,45.5,TCP,4.2,215,syn_flood
