src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count
192.168.1.125,10.0.0.163,80.5,1,967.2,TCP,9.9,4
192.168.1.143,10.0.0.253,437.7,1,687.8,UDP,82.8,4
10.2.0.15,10.0.1.166,115.0,1,319.8,UDP,8.6,2
192.168.1.208,10.0.0.198,483.2,2,1263.6,TCP,41.5,1
192.168.2.118,10.0.0.173,632.7,2,839.9,UDP,86.8,1
10.0.10.238,10.0.1.193,21.8,1,308.2,UDP,13.5,1
10.2.0.220,172.16.1.111,348.0,2,915.7,UDP,49.5,1
10.1.0.112,192.168.2.23,41.0,1,98.0,ICMP,1.0,2
10.2.0.241,10.0.1.201,5.7,1,77.3,ICMP,38.4,1
192.168.2.21,192.168.2.176,470.4,1,1357.9,TCP,69.5,2
10.0.1.155,192.168.2.224,124.1,2,181.2,UDP,12.8,1
192.168.1.138,172.16.1.167,438.9,3,1421.9,UDP,43.6,2
10.2.0.55,192.168.2.146,183.8,1,40.0,TCP,0.8,3
10.2.0.205,192.168.1.213,8.6,1,71.5,ICMP,25.7,2
10.0.10.128,192.168.1.75,71.4,3,949.7,TCP,25.0,3
10.1.0.88,10.0.1.108,31.1,1,56.6,ICMP,27.0,2
192.168.10.186,192.168.2.41,58.5,8,1052.5,ICMP,2.3,14
10.0.10.120,172.16.1.53,134.2,6,795.1,TCP,19.8,13
192.168.50.52,192.168.2.77,107.7,2,942.0,TCP,14.0,9
10.0.2.207,192.168.1.234,1332.5,2,1011.4,UDP,13.1,1
192.168.100.219,192.168.1.63,25.9,1,84.5,UDP,8.4,1
10.0.1.128,10.0.0.20,23.5,1,287.2,UDP,9.5,2
10.2.0.7,192.168.2.122,390.6,4,1064.8,TCP,76.9,1
10.0.10.102,172.16.1.236,86.0,6,861.1,TCP,4.3,11
10.0.51.184,10.0.0.197,541.3,4,569.3,TCP,4.7,8
10.0.1.106,10.0.1.189,34.0,5,688.5,UDP,15.5,8
10.0.10.78,172.16.1.172,197.6,2,309.7,UDP,8.2,2
10.0.50.176,10.0.0.220,183.8,4,567.6,TCP,2.2,5
10.0.2.228,10.0.0.103,438.6,3,1271.5,TCP,75.7,2
10.0.1.152,10.0.1.115,47.5,1,60.8,ICMP,2.4,1
10.0.2.97,192.168.2.180,362.1,3,719.0,TCP,39.5,4
10.0.10.179,192.168.1.125,414.4,2,679.0,TCP,0.8,7
10.2.0.175,172.16.1.122,153.3,4,316.5,TCP,100.3,2
10.0.10.109,192.168.1.141,32.0,7,517.8,TCP,11.5,5
10.2.0.220,10.0.1.233,155.5,2,216.0,TCP,13.5,1
10.0.1.234,192.168.1.176,577.5,2,1388.1,TCP,8.4,1
10.1.0.110,10.0.1.76,33.2,1,68.2,ICMP,30.4,1
10.0.10.172,10.0.0.136,36.4,7,780.7,UDP,13.2,13
192.168.1.52,10.0.1.245,61.2,8,548.6,TCP,25.4,6
10.2.0.40,192.168.1.34,389.8,9,382.0,TCP,32.6,2
192.168.50.45,192.168.2.50,405.7,1,1412.3,UDP,66.9,2
192.168.2.100,10.0.0.184,557.9,2,1086.3,TCP,5.0,4
10.0.51.120,192.168.1.32,363.6,3,409.0,TCP,0.5,9
10.0.2.209,10.0.0.108,52.8,2,251.6,TCP,11.2,2
192.168.2.189,192.168.1.100,64.5,6,1056.5,TCP,28.6,10
192.168.2.74,172.16.1.99,74.7,3,392.6,TCP,26.8,9
192.168.50.181,192.168.2.250,123.2,1,250.0,UDP,3.1,2
192.168.10.110,192.168.2.188,344.3,2,1354.8,UDP,37.4,3
10.0.1.26,192.168.2.122,150.0,9,981.5,TCP,29.2,7
192.168.1.63,172.16.1.208,98.2,2,119.9,TCP,11.8,10
10.2.0.80,10.0.0.206,563.4,1,1421.5,TCP,103.2,3
10.0.50.14,10.0.0.60,377.8,3,100.0,TCP,5.7,10
10.2.0.231,192.168.1.38,103.0,2,729.9,TCP,1.1,4
192.168.10.228,172.16.1.186,92.4,9,581.9,TCP,29.8,11
192.168.50.157,172.16.1.225,63.7,2,466.1,TCP,1.6,13
10.1.0.252,172.16.1.163,434.8,3,1167.4,TCP,249.9,2
10.0.10.24,10.0.0.149,195.9,3,738.3,TCP,12.5,1
10.0.1.227,10.0.1.96,10.0,9,744.4,TCP,15.4,9
192.168.50.45,192.168.1.64,43.5,5,1006.7,UDP,43.2,3
192.168.50.18,192.168.1.42,1136.9,1,417.4,UDP,4.6,2
10.1.0.135,192.168.2.112,114.2,3,826.0,TCP,74.1,1
192.168.10.32,172.16.1.232,58.9,8,944.1,UDP,2.5,7
192.168.1.36,192.168.1.31,47.1,5,569.2,TCP,16.3,13
192.168.1.135,192.168.2.98,13.1,1,79.4,ICMP,34.0,1
192.168.50.192,10.0.1.224,169.3,13,1008.1,TCP,32.4,8
10.0.1.99,10.0.0.107,21.8,9,315.3,TCP,8.4,14
10.1.0.74,172.16.1.51,51.2,8,597.6,ICMP,2.3,3
10.0.100.226,10.0.1.212,26.6,1,114.8,UDP,2.9,1
10.0.10.71,10.0.0.163,388.9,1,1310.8,TCP,72.6,3
10.0.2.35,192.168.2.107,48.5,7,692.7,TCP,2.9,3
192.168.10.135,10.0.1.75,4.3,1,73.6,ICMP,34.7,2
192.168.50.139,192.168.2.59,31.9,1,975.7,TCP,17.6,6
192.168.1.196,10.0.1.5,209.8,5,905.1,TCP,0.7,7
10.0.10.43,192.168.1.13,375.6,3,525.2,UDP,40.5,12
192.168.2.47,10.0.1.54,168.4,3,970.4,UDP,0.5,14
10.1.0.228,10.0.0.177,488.3,2,1316.7,TCP,62.8,2
192.168.100.168,172.16.1.218,2.5,1,125.6,UDP,9.0,1
192.168.1.183,192.168.1.135,270.3,1,622.9,TCP,20.0,8
192.168.1.57,10.0.0.244,38.3,9,807.8,UDP,60.5,2
192.168.1.121,10.0.1.193,162.7,7,596.8,TCP,18.9,9
10.2.0.230,10.0.1.115,15.7,2,598.7,TCP,14.8,2
192.168.50.218,192.168.1.175,275.2,23,40.0,TCP,5.9,4
192.168.1.16,172.16.1.27,1650.3,2,516.5,TCP,13.6,6
192.168.1.78,192.168.1.60,72.2,7,922.8,TCP,1.1,10
192.168.10.149,10.0.0.60,449.8,2,1032.5,TCP,86.6,1
10.0.51.189,192.168.1.127,503.7,2,828.9,TCP,30.5,7
192.168.50.114,172.16.1.102,131.6,1,445.5,UDP,21.3,8
10.1.0.136,192.168.2.83,61.5,4,626.0,TCP,13.0,2
10.0.2.158,10.0.1.107,92.7,7,1414.2,TCP,8.0,9
192.168.1.105,10.0.1.126,932.9,1,598.1,UDP,15.7,7
192.168.1.6,192.168.1.63,445.5,2,1131.8,TCP,71.5,3
192.168.1.147,10.0.1.78,406.9,2,649.6,TCP,6.2,13
192.168.50.105,172.16.1.244,319.6,1,830.6,TCP,90.9,1
10.1.0.22,192.168.2.15,19.5,1,55.4,ICMP,20.1,2
10.0.1.69,10.0.0.124,49.1,7,611.5,TCP,17.5,2
10.0.1.224,172.16.1.138,253.3,3,1297.5,TCP,77.6,4
10.0.1.61,192.168.2.174,41.3,6,727.6,UDP,23.0,14
10.0.100.93,10.0.0.112,22.5,1,122.1,TCP,8.3,1
192.168.100.81,192.168.1.70,21.3,1,77.6,UDP,4.6,1
10.2.0.154,172.16.1.27,486.6,2,1028.8,UDP,50.0,3
10.0.51.233,192.168.1.77,268.8,3,399.6,TCP,0.6,11
192.168.1.51,192.168.2.41,71.5,6,1115.3,TCP,11.7,13
10.0.1.119,172.16.1.202,65.2,9,1172.2,TCP,31.1,14
10.0.1.68,10.0.1.126,68.6,2,235.1,UDP,3.4,7
10.0.51.121,10.0.0.239,393.7,5,100.0,TCP,4.4,7
10.0.10.22,192.168.2.202,66.0,2,376.7,UDP,1.3,3
10.0.2.178,172.16.1.27,115.0,5,1500.0,TCP,2.0,5
192.168.2.12,10.0.0.229,155.2,1,313.7,UDP,5.4,7
192.168.1.229,192.168.2.207,564.8,2,1332.3,TCP,60.3,1
10.0.10.169,192.168.1.180,329.9,4,1217.2,TCP,232.5,2
192.168.2.37,10.0.1.109,1664.6,1,1033.7,TCP,10.8,5
192.168.2.158,10.0.1.168,48.8,2,387.8,TCP,18.2,14
10.0.50.52,10.0.0.209,306.4,3,952.6,TCP,5.4,4
10.2.0.136,172.16.1.252,138.2,2,117.0,UDP,13.0,7
192.168.2.214,10.0.0.21,404.4,2,1358.3,UDP,95.9,4
10.0.51.61,10.0.0.243,356.2,2,581.0,TCP,9.6,10
192.168.10.34,192.168.1.13,36.0,1,55.8,ICMP,34.8,2
192.168.10.168,10.0.1.47,140.9,5,431.5,TCP,5.0,10
10.2.0.38,10.0.0.2,277.1,1,1203.5,TCP,10.2,10
10.0.1.42,10.0.1.61,527.1,4,746.8,TCP,272.3,2
10.0.2.150,172.16.1.159,59.1,1,669.2,ICMP,3.3,9
10.0.1.89,192.168.1.187,526.8,5,643.8,TCP,0.5,13
10.1.0.87,10.0.1.93,59.7,8,698.3,TCP,10.7,9
10.0.100.131,10.0.1.194,1.9,1,119.4,UDP,4.4,1
192.168.1.15,192.168.2.210,102.7,8,558.2,TCP,69.8,6
10.0.2.153,192.168.1.171,242.8,6,526.0,TCP,11.6,12
10.0.1.65,192.168.2.162,173.3,4,613.9,TCP,18.5,1
192.168.1.156,192.168.2.142,302.1,8,790.1,TCP,1.6,1
192.168.50.143,192.168.2.64,225.0,2,1476.6,UDP,27.5,6
192.168.10.16,10.0.1.60,42.4,8,657.9,TCP,38.5,1
10.1.0.59,192.168.2.248,135.3,2,416.7,TCP,22.6,9
10.0.1.159,10.0.1.224,95.6,5,566.2,TCP,5.5,12
192.168.1.10,192.168.1.127,569.3,2,1500.0,TCP,52.2,2
10.1.0.46,172.16.1.235,307.8,7,685.1,UDP,2.8,9
192.168.1.38,192.168.2.162,52.1,5,699.4,TCP,41.4,8
192.168.10.182,172.16.1.244,3.7,1,68.9,ICMP,37.9,2
192.168.2.225,172.16.1.55,104.8,15,1412.1,UDP,13.9,16
10.0.10.44,10.0.1.22,350.8,1,1289.1,UDP,74.7,4
10.0.1.133,10.0.0.114,152.1,1,254.5,TCP,9.8,4
10.2.0.132,192.168.1.225,170.7,4,658.8,TCP,200.2,3
10.1.0.238,10.0.0.208,43.5,2,207.5,UDP,1.3,6
10.0.100.25,10.0.1.96,5.8,1,104.2,TCP,1.8,1
10.0.10.191,192.168.1.166,194.3,1,311.8,TCP,4.3,6
10.0.1.226,192.168.2.76,79.7,4,368.3,TCP,35.5,11
192.168.50.79,10.0.1.241,146.1,2,1306.2,TCP,10.3,3
10.1.0.32,10.0.1.192,57.8,6,100.0,TCP,57.1,11
192.168.50.137,172.16.1.184,55.2,7,1069.7,TCP,1.9,4
10.0.1.184,192.168.2.243,47.6,1,41.6,ICMP,35.6,1
192.168.10.152,192.168.1.162,1317.1,2,222.8,TCP,5.0,7
10.0.51.227,192.168.1.56,389.5,3,449.7,TCP,2.5,7
192.168.50.225,192.168.2.116,588.9,2,1070.2,TCP,65.2,1
10.0.10.9,192.168.1.74,63.4,1,698.6,TCP,32.3,2
10.0.10.3,10.0.0.220,540.5,3,774.9,TCP,95.4,4
192.168.50.148,10.0.1.117,340.7,1,690.3,TCP,19.2,4
192.168.50.223,10.0.1.140,473.4,2,1500.0,TCP,39.3,3
10.0.10.240,10.0.0.54,104.0,2,295.1,UDP,9.7,3
192.168.10.246,192.168.2.168,435.7,1,885.4,UDP,21.7,1
10.0.2.26,172.16.1.240,151.5,9,628.3,TCP,0.6,3
192.168.2.221,192.168.2.227,367.5,1,1040.3,TCP,57.0,1
192.168.50.196,10.0.1.206,36.5,8,426.1,TCP,1.0,5
10.1.0.41,192.168.1.158,78.5,6,1164.1,TCP,27.8,11
10.1.0.158,10.0.1.130,512.8,3,1500.0,UDP,92.8,1
10.0.2.62,192.168.2.136,70.5,9,696.1,TCP,1.6,8
10.0.100.156,10.0.1.247,4.2,1,116.2,UDP,9.8,1
192.168.2.166,172.16.1.80,70.9,8,631.9,ICMP,3.8,11
10.1.0.199,10.0.1.169,210.6,1,1194.3,TCP,65.5,1
192.168.2.133,10.0.1.154,173.4,2,327.2,UDP,13.1,1
10.0.10.89,192.168.2.21,120.0,7,1431.7,ICMP,4.4,8
10.0.50.243,10.0.0.11,297.9,5,488.0,TCP,18.6,3
192.168.2.93,10.0.1.90,106.3,1,811.6,TCP,63.9,1
10.0.10.118,172.16.1.85,432.8,2,1345.5,TCP,53.3,1
10.0.2.1,10.0.1.135,36.0,1,614.7,TCP,2.6,14
192.168.100.185,172.16.1.170,2.1,1,121.5,UDP,9.1,1
10.0.100.215,10.0.1.243,9.2,1,122.5,TCP,7.9,1
10.0.50.72,192.168.1.12,87.7,1,551.6,TCP,4.1,8
10.2.0.100,10.0.0.9,351.7,1,1215.3,TCP,64.5,2
10.2.0.98,10.0.0.114,82.7,5,976.7,TCP,27.8,14
10.0.10.238,10.0.1.7,1375.3,1,1067.3,TCP,19.1,4
192.168.2.222,192.168.2.175,153.5,6,442.6,ICMP,3.2,2
10.1.0.107,10.0.1.213,68.8,4,1036.3,TCP,0.7,6
10.0.2.185,192.168.2.65,354.3,3,1500.0,TCP,86.0,1
10.2.0.26,10.0.1.112,125.3,8,817.0,UDP,5.5,12
10.0.2.251,192.168.1.103,130.9,3,740.2,TCP,69.1,8
10.0.2.150,10.0.1.237,57.5,5,251.2,TCP,21.1,2
10.2.0.197,10.0.1.81,422.9,3,1374.4,TCP,100.4,1
192.168.1.143,10.0.0.54,106.8,5,1500.0,ICMP,7.4,2
10.0.10.137,172.16.1.54,36.2,7,1022.3,TCP,7.0,5
10.0.1.251,10.0.1.200,150.3,2,272.7,UDP,14.0,5
192.168.1.89,192.168.1.172,1608.7,2,901.5,TCP,14.5,2
192.168.100.116,172.16.1.214,15.2,1,147.7,TCP,9.1,1
192.168.50.104,10.0.1.147,49.1,1,68.8,ICMP,23.5,1
10.1.0.53,192.168.1.42,601.4,1,993.5,TCP,56.5,4
10.0.10.195,192.168.1.77,154.5,2,91.1,TCP,2.0,2
10.0.10.20,192.168.2.116,145.7,2,153.8,TCP,24.5,9
10.0.1.150,192.168.2.33,133.6,1,258.8,TCP,10.0,7
10.0.10.194,10.0.0.192,41.7,7,767.8,TCP,32.1,11
10.0.10.207,192.168.1.122,299.6,6,341.8,TCP,15.4,3
192.168.10.244,10.0.0.15,40.9,7,684.5,UDP,6.3,2
10.2.0.228,192.168.1.155,164.9,4,1175.5,TCP,13.0,4
10.0.2.27,192.168.1.250,385.3,3,935.6,UDP,70.8,2
10.0.2.91,192.168.2.17,169.2,4,566.8,TCP,7.8,1
10.1.0.73,192.168.2.194,50.1,1,34.6,ICMP,12.7,2
192.168.1.246,10.0.1.93,48.2,7,431.4,UDP,1.5,6
10.1.0.152,10.0.1.146,280.9,9,413.3,UDP,1.7,6
10.0.10.14,192.168.2.138,623.0,1,1380.4,UDP,28.7,3
10.0.2.138,10.0.0.50,29.4,1,305.3,UDP,1.5,5
10.0.1.165,192.168.1.143,85.2,4,672.4,TCP,16.2,13
192.168.2.185,10.0.0.95,133.5,8,845.4,TCP,2.5,3
10.0.10.240,192.168.1.174,121.0,9,1449.8,TCP,25.0,1
10.0.10.46,10.0.1.205,100.0,8,854.0,TCP,14.3,10
192.168.2.22,10.0.0.37,60.2,8,926.8,TCP,17.1,8
192.168.1.130,10.0.1.109,60.6,4,1454.1,TCP,10.1,13
10.0.10.56,10.0.0.23,247.6,2,1358.0,UDP,93.6,3
10.2.0.48,192.168.2.174,115.1,6,230.5,TCP,5.8,3
192.168.50.76,172.16.1.204,795.3,2,990.5,TCP,37.8,1
192.168.50.124,10.0.0.188,48.6,2,100.0,UDP,2.7,14
10.1.0.63,172.16.1.125,390.3,1,1242.5,UDP,40.4,1
10.0.2.249,172.16.1.18,104.8,7,987.9,TCP,15.4,14
192.168.2.22,192.168.2.119,1344.3,3,552.1,TCP,8.0,3
10.2.0.160,172.16.1.43,187.7,20,962.8,UDP,41.5,19
192.168.1.23,192.168.2.11,167.4,2,254.1,TCP,11.9,1
10.1.0.20,10.0.1.114,451.7,2,943.6,TCP,116.0,1
10.2.0.238,192.168.2.162,384.0,1,1285.7,UDP,52.2,3
10.0.2.213,192.168.1.160,668.7,3,1500.0,TCP,74.8,2
192.168.10.79,10.0.0.21,230.0,9,1052.7,TCP,8.9,3
10.0.10.120,10.0.0.184,394.4,3,1331.6,TCP,88.6,4
10.1.0.143,10.0.0.59,143.7,1,293.8,UDP,4.9,2
192.168.2.145,192.168.1.39,64.6,7,724.6,TCP,2.2,11
10.0.10.26,10.0.0.236,143.4,8,878.3,TCP,39.8,11
10.1.0.28,10.0.0.210,30.7,6,1500.0,TCP,9.4,9
10.0.2.205,172.16.1.96,480.2,2,838.5,TCP,105.5,4
10.0.10.106,172.16.1.25,150.0,1,1202.4,UDP,91.9,3
192.168.2.57,172.16.1.100,95.7,1,471.1,TCP,8.6,9
10.0.10.73,192.168.2.138,193.5,5,1040.4,TCP,30.7,1
10.0.10.217,10.0.0.37,693.5,1,1208.0,UDP,78.7,2
10.0.10.167,10.0.0.233,105.2,9,1224.8,TCP,0.5,3
192.168.2.38,192.168.1.39,41.8,1,53.1,ICMP,14.8,2
10.0.100.6,172.16.1.35,18.8,1,153.8,UDP,5.8,1
10.2.0.230,10.0.1.128,132.9,6,1180.3,UDP,7.1,7
10.0.10.176,10.0.0.56,56.2,9,1120.6,TCP,39.6,6
10.0.10.85,10.0.1.229,118.4,2,306.7,UDP,13.6,3
10.2.0.183,192.168.2.195,137.7,4,1097.0,TCP,11.8,9
192.168.1.92,172.16.1.43,93.4,3,714.7,TCP,16.5,7
192.168.10.40,10.0.0.43,247.4,3,1175.2,UDP,51.9,2
192.168.1.102,10.0.1.75,1056.5,3,830.3,TCP,11.7,3
10.0.2.221,10.0.0.188,515.8,1,1213.9,TCP,112.4,4
192.168.1.223,192.168.1.83,21.7,1,113.3,UDP,8.2,11
10.0.50.110,192.168.1.229,222.2,3,566.2,TCP,16.8,10
192.168.10.250,192.168.2.157,131.6,8,543.2,TCP,3.3,8
10.2.0.174,192.168.1.33,99.5,6,1137.0,TCP,12.9,12
10.0.10.220,10.0.1.31,145.9,2,253.6,TCP,3.3,3
192.168.10.111,10.0.0.119,176.9,2,106.4,UDP,7.0,4
192.168.2.184,10.0.0.201,52.6,2,379.3,UDP,3.4,4
10.0.1.181,192.168.2.175,320.5,3,600.0,TCP,47.7,4
192.168.50.188,10.0.1.69,338.9,3,1012.1,TCP,39.1,4
10.0.2.6,192.168.2.36,10.0,2,893.2,UDP,11.8,9
192.168.2.225,10.0.0.223,87.8,2,240.6,UDP,11.5,3
192.168.1.45,10.0.1.169,92.0,2,271.4,TCP,11.6,6
10.0.2.17,10.0.1.137,66.5,7,419.9,TCP,6.6,10
10.0.1.231,192.168.2.130,255.1,1,574.4,TCP,37.5,9
10.2.0.91,172.16.1.143,523.1,3,1390.3,UDP,68.9,1
192.168.1.104,10.0.0.64,72.3,9,1404.8,TCP,15.6,9
10.0.2.132,10.0.0.16,128.8,2,954.8,TCP,56.5,11
10.0.10.158,10.0.0.105,248.3,7,754.1,TCP,21.3,1
192.168.1.110,192.168.1.171,160.3,1,107.3,UDP,1.1,7
10.0.10.177,10.0.1.5,469.4,1,860.8,TCP,30.1,3
192.168.10.57,192.168.1.63,383.0,4,895.7,TCP,76.7,3
10.2.0.32,172.16.1.216,115.9,3,1173.8,ICMP,12.2,10
192.168.100.115,10.0.1.243,21.4,1,142.6,TCP,9.3,1
192.168.10.173,10.0.1.170,31.4,7,1141.6,TCP,11.4,2
10.1.0.97,10.0.1.141,21.4,3,688.9,TCP,38.5,9
10.0.10.99,172.16.1.172,346.0,3,1041.1,TCP,73.5,1
10.0.2.87,10.0.1.224,52.2,6,769.9,UDP,10.7,4
10.2.0.94,10.0.0.112,426.9,1,1467.7,TCP,89.5,1
192.168.2.108,192.168.1.235,432.8,4,1297.5,TCP,0.7,14
192.168.50.37,192.168.2.106,188.0,4,1165.1,TCP,45.1,3
10.1.0.188,192.168.1.45,172.5,4,1064.5,UDP,24.1,6
10.2.0.249,10.0.1.19,80.5,4,960.0,UDP,11.3,10
10.0.1.43,172.16.1.73,51.9,2,806.1,UDP,10.8,5
10.2.0.109,10.0.0.181,147.9,2,1201.8,TCP,13.4,7
192.168.10.208,192.168.1.37,405.5,1,1371.8,UDP,47.5,2
192.168.2.61,10.0.0.188,136.6,4,937.8,TCP,6.0,13
10.2.0.86,10.0.0.242,18.5,4,1018.7,TCP,28.8,9
10.0.1.20,192.168.1.215,68.7,4,560.7,ICMP,14.0,5
10.1.0.167,192.168.1.149,234.9,4,521.4,TCP,246.5,2
10.2.0.232,10.0.1.176,53.8,7,328.2,ICMP,7.5,11
192.168.2.133,10.0.1.212,162.2,1,803.4,TCP,33.0,2
192.168.2.209,192.168.2.183,1153.5,3,700.8,UDP,8.5,1
192.168.100.38,10.0.0.28,4.1,1,130.3,TCP,5.9,1
10.0.2.57,10.0.0.95,149.6,6,265.4,TCP,13.0,8
10.0.100.102,192.168.1.108,7.4,1,114.4,UDP,10.0,1
192.168.2.41,172.16.1.126,257.6,7,165.8,UDP,0.8,9
192.168.1.147,10.0.0.253,37.5,8,1450.1,UDP,81.0,5
10.0.1.180,192.168.2.209,462.5,2,1181.5,TCP,48.8,4
10.0.100.211,10.0.0.85,8.4,1,168.5,TCP,4.5,1
10.0.2.161,10.0.0.114,257.4,3,964.6,TCP,4.5,11
10.0.1.206,192.168.1.110,319.8,1,1338.4,TCP,61.0,3
192.168.50.52,10.0.0.77,151.7,7,1033.6,TCP,25.2,2
10.2.0.236,10.0.0.175,348.3,4,393.4,TCP,175.1,2
10.0.2.27,192.168.2.61,534.6,2,1037.4,TCP,41.1,2
192.168.10.16,10.0.0.72,97.5,8,689.5,TCP,10.9,13
10.1.0.204,192.168.2.119,308.3,2,746.2,TCP,279.5,2
192.168.50.13,10.0.1.19,1244.3,1,656.9,UDP,19.1,7
192.168.1.41,10.0.0.95,493.9,2,1426.3,TCP,72.5,3
10.0.2.46,192.168.1.2,123.6,2,204.3,UDP,1.3,5
10.0.1.220,192.168.2.26,235.2,1,518.1,TCP,66.4,5
10.0.10.72,10.0.1.234,35.6,8,447.8,TCP,26.9,10
192.168.2.227,192.168.1.145,539.5,2,1442.2,TCP,45.2,4
10.0.2.163,192.168.1.185,133.9,7,1295.9,TCP,3.6,12
10.0.50.17,10.0.0.110,322.6,4,328.1,TCP,7.7,9
192.168.2.109,192.168.2.144,296.8,3,929.6,TCP,10.2,8
10.0.2.22,192.168.2.241,59.0,4,1023.9,UDP,1.1,4
192.168.1.103,192.168.1.139,86.9,8,762.0,TCP,10.3,8
192.168.10.30,172.16.1.46,173.3,2,269.6,TCP,13.0,1
10.0.1.19,10.0.0.122,109.7,2,181.8,UDP,13.3,5
10.2.0.172,172.16.1.115,98.7,5,293.9,TCP,9.5,7
10.0.10.124,192.168.1.196,442.8,3,920.8,UDP,31.3,1
192.168.1.179,192.168.2.137,266.8,18,296.4,TCP,52.1,8
192.168.50.97,172.16.1.30,316.8,9,1053.5,TCP,4.2,5
10.2.0.37,10.0.1.233,80.5,2,1225.7,ICMP,0.9,7
10.0.2.23,172.16.1.101,75.8,2,1377.6,TCP,20.6,6
10.0.1.32,192.168.1.79,104.2,2,245.4,UDP,9.2,2
192.168.50.131,10.0.0.228,246.9,1,959.5,ICMP,6.5,1
192.168.10.213,10.0.0.235,59.9,1,40.4,ICMP,22.3,2
192.168.2.208,192.168.1.61,94.1,2,934.4,ICMP,2.1,10
192.168.2.243,192.168.2.112,433.9,3,1176.6,UDP,269.4,2
10.2.0.87,192.168.2.216,158.8,1,125.4,TCP,9.1,3
10.0.10.203,10.0.0.253,130.9,2,451.0,UDP,3.0,5
10.1.0.48,192.168.1.9,34.9,9,606.1,TCP,54.8,2
192.168.50.156,172.16.1.142,1056.9,2,1274.8,TCP,16.0,7
192.168.1.10,10.0.1.49,69.2,1,623.8,TCP,45.1,6
10.0.1.36,192.168.2.191,1125.4,2,1492.6,UDP,16.5,5
192.168.10.33,192.168.2.136,75.1,6,768.4,TCP,6.4,5
10.0.2.231,172.16.1.99,155.4,9,740.5,TCP,5.8,9
10.0.10.89,192.168.1.186,96.2,2,223.7,UDP,6.9,1
10.0.2.214,10.0.1.35,240.5,6,1340.8,UDP,46.3,10
10.0.2.116,10.0.0.161,1163.5,3,1472.8,TCP,16.8,7
192.168.50.142,192.168.2.54,221.8,4,605.2,TCP,98.9,2
10.0.100.83,192.168.1.72,10.2,1,165.6,TCP,4.7,1
10.1.0.34,10.0.1.140,536.1,1,1262.3,UDP,57.5,2
10.2.0.125,10.0.0.191,173.3,8,1500.0,TCP,0.8,5
192.168.2.216,192.168.1.122,543.7,1,808.2,TCP,299.4,2
10.0.50.247,10.0.0.195,375.4,4,770.8,TCP,4.8,10
192.168.10.96,10.0.0.197,4.1,1,57.1,ICMP,32.7,2
10.0.51.243,10.0.0.134,187.4,5,253.1,TCP,8.5,6
192.168.100.177,10.0.0.129,21.3,1,144.3,TCP,5.7,1
10.1.0.36,192.168.1.198,246.3,7,1008.1,TCP,39.8,1
10.2.0.197,192.168.2.222,76.3,7,636.4,TCP,26.3,10
10.1.0.167,10.0.1.184,61.2,6,348.3,TCP,41.2,4
192.168.2.18,192.168.2.52,145.0,1,1180.2,TCP,35.1,11
192.168.1.205,192.168.2.173,162.9,1,205.6,UDP,8.2,4
192.168.1.83,10.0.0.31,40.7,1,63.9,ICMP,4.0,2
192.168.100.217,192.168.1.106,10.5,1,184.8,UDP,4.0,1
192.168.50.169,192.168.2.163,10.0,2,438.2,UDP,11.7,7
10.1.0.114,172.16.1.248,282.4,3,1500.0,TCP,32.9,4
192.168.1.230,172.16.1.49,104.9,9,1266.0,TCP,2.9,12
192.168.2.78,172.16.1.146,47.3,2,501.2,TCP,11.9,9
10.0.10.118,192.168.2.223,353.5,3,1228.1,TCP,55.9,4
192.168.2.68,192.168.2.12,294.0,2,1194.4,TCP,176.2,3
10.0.10.133,192.168.1.232,45.9,5,1123.3,UDP,29.3,6
10.1.0.80,10.0.1.150,264.5,2,1192.3,TCP,150.4,2
10.0.10.121,172.16.1.61,43.4,4,1105.9,TCP,16.4,9
10.2.0.91,192.168.2.159,234.4,8,541.4,TCP,59.7,13
10.0.1.88,172.16.1.246,112.5,7,814.6,TCP,8.5,7
10.2.0.133,192.168.2.73,89.1,2,427.5,UDP,4.6,6
192.168.50.162,192.168.1.93,449.0,2,1500.0,TCP,66.6,1
10.0.2.243,10.0.0.46,1573.2,3,929.7,TCP,2.4,7
192.168.2.40,10.0.0.55,7.5,1,84.2,ICMP,4.3,1
192.168.1.188,192.168.1.136,71.2,8,853.2,UDP,44.2,8
192.168.2.14,172.16.1.173,626.2,2,1260.7,TCP,47.3,3
10.2.0.194,172.16.1.217,238.6,3,1477.3,TCP,41.5,2
192.168.50.36,192.168.2.126,339.7,3,870.3,TCP,39.0,2
10.0.2.131,10.0.1.170,418.1,1,311.5,UDP,227.2,1
192.168.2.109,192.168.1.56,154.8,2,161.1,UDP,2.9,3
10.0.10.30,192.168.2.109,68.8,23,581.9,TCP,37.2,4
192.168.1.101,10.0.0.1,65.4,4,898.4,TCP,13.6,12
10.2.0.44,10.0.0.48,581.3,2,1425.9,TCP,61.4,3
192.168.2.44,192.168.2.219,376.7,1,1316.3,UDP,72.4,2
10.0.2.125,192.168.1.17,453.5,1,1047.0,TCP,10.8,1
192.168.1.239,192.168.1.251,343.1,1,1126.7,UDP,58.8,1
10.0.2.164,192.168.1.58,374.6,2,1500.0,UDP,67.8,1
10.0.10.27,192.168.1.101,209.1,7,1373.8,TCP,1.2,10
